Student_ID,Age,Gender,Family_Income,Internet_Access,Study_Hours_per_Day,Attendance_Rate,Assignment_Delay_Days,Travel_Time_Minutes,Part_Time_Job,Scholarship,Stress_Index,GPA,Semester_GPA,CGPA,Semester,Department,Parental_Education,Dropout,GPA_Category,GPA_Category_Encoded,Age_Group,Age_Group_Encoded,Income_Level,Income_Level_Encoded,Attendance_Category,Attendance_Encoded
1584,0.034556197948201924,0,-0.5479821277632754,1,-0.6683600255610136,1.126835229818413,1,0.06047352185931512,0,0,-1.3983649655884098,-1.2607007445107004,-1.5544767054823294,-1.5559527263950912,1,4,2,1,Low,1,Mature,0,"(24999.999, 37110.0]",0,High,0
1585,0.4084398652265355,1,0.6644405793348381,1,-0.7634030575583327,0.49427173427037174,1,1.3945593191830536,0,0,1.797180682655207,-1.326635005378389,-1.284546850040344,-1.2202887328680176,3,4,3,0,Low,1,Mature,0,"(37110.0, 70904.375]",1,High,0
1586,0.6888526156852874,0,-0.6291036289186266,0,-0.3911511822354999,0.5307657820904507,1,-0.2248026863734339,1,0,-1.8050707753648703,0.6984887212720441,0.3722639868104616,0.3368192371047957,3,0,0,0,High,0,Mature,0,"(24999.999, 37110.0]",0,High,0
1587,0.1747625731775762,0,-0.7796596353001682,1,-1.0485321535502894,1.126835229818413,1,0.18633067255023386,1,1,-2.2698774151093963,1.593310833047817,1.3402882959817188,1.3438112176860164,2,0,2,0,High,0,Mature,0,"(24999.999, 37110.0]",0,High,0
1588,-0.3860629277399259,0,-0.7108438533878745,1,0.10782473575042498,2.2216566644207916,2,0.20311162597568994,1,1,0.7513657432300235,0.8868723237511543,0.48395909940714477,0.5512712329693149,2,2,0,0,High,0,Mature,0,"(24999.999, 37110.0]",0,High,0
1589,-0.8534175118378445,1,-0.478066393292943,1,-2.1098460108536847,1.297140786312117,2,2.1161403164776544,0,1,-0.2944491961951603,-0.9687061606680798,-0.5212969139630067,-0.5023407467128882,2,4,0,1,Low,1,Young,2,"(24999.999, 37110.0]",0,High,0
1590,0.08129165635799279,0,-0.7796596353001682,1,-0.5020347195657054,0.8957062602912435,2,0.7401021355902765,1,0,0.46086159338969457,0.7738421622636882,1.0517425884402862,1.0361192236195322,3,2,3,0,High,0,Mature,0,"(24999.999, 37110.0]",0,High,0
1591,-1.1338302622965948,1,-0.6220914313611301,1,-2.0385637368556955,0.3118014951699753,1,2.065797456201287,1,0,-0.0039450463548314505,-0.5260046948421712,-0.22344328037185063,-0.25991675138777953,2,1,4,1,Low,1,Young,2,"(24999.999, 37110.0]",0,High,0
1592,-1.8815975968532654,1,-0.7796596353001682,1,-0.2802676449052943,1.2606467384920363,6,1.7385688644048982,1,1,0.6351640832938917,-0.4223937134786605,-0.3909859492668761,-0.37180474923013745,4,2,2,1,Low,1,Young,2,"(24999.999, 37110.0]",0,High,0
1593,0.45517532363632807,1,0.5370523237069859,1,-0.2327461289066348,-0.6978671611855511,4,-0.24158363979888967,0,0,-0.2944491961951603,-1.0063828811639017,-0.6702237307585847,-0.6701727434764249,1,4,0,0,Low,1,Mature,0,"(37110.0, 70904.375]",1,High,0
1594,0.9225299077342468,0,-0.45376431646377635,1,-0.010979054246224014,0.6037538777306103,3,0.2870163931029691,0,1,-0.0039450463548314505,-1.5715336886012319,-1.68478767017846,-1.6864887238778419,1,0,0,0,Low,1,Mature,0,"(24999.999, 37110.0]",0,High,0
1595,-1.8815975968532654,1,1.254633873757457,1,0.28207029441217624,1.2728114210987305,3,2.0490165027758316,0,0,0.9837690631022867,0.5195242989168896,0.8841999195452609,0.9894992245185495,2,1,0,0,Mid,2,Young,2,"(37110.0, 70904.375]",1,High,0
1596,-1.0403593454770115,0,-0.7796596353001682,1,-0.8109245735569919,0.956529673324709,3,-1.1645360781989604,0,0,1.6228781927510105,0.7926805225115992,0.75388895484913,0.7563992290136373,1,2,0,0,High,0,Young,2,"(24999.999, 37110.0]",0,High,0
1597,0.6421171572754949,0,-0.7796596353001682,1,-0.4069916875683864,-0.040974300424123374,3,0.7484926123030045,1,0,1.3323740429106812,0.22752971507426892,-0.2420591324712979,-0.24126875174738652,2,2,0,0,Mid,2,Mature,0,"(24999.999, 37110.0]",0,High,0
1598,2.0909163679790437,1,-0.05932820385460042,1,1.4621879417122203,0.4699423690569852,0,0.76527356572846,0,0,-0.12014670629096309,-0.10214158926417335,-0.3444463190182579,-0.343832749769548,1,0,2,0,Mid,2,Senior,1,"(24999.999, 37110.0]",0,High,0
1599,-0.012179260461590607,0,-0.7796596353001682,1,-1.1356549328811651,-0.28426795255798526,2,-0.2919265000752573,1,0,0.7513657432300235,-0.4789087942223936,-0.3723700971674288,-0.4091007485109232,3,0,2,0,Low,1,Mature,0,"(24999.999, 37110.0]",0,High,0
1600,-0.7599465950182611,1,-0.08222096646878005,1,2.190851187024999,-0.7100318437922436,1,-0.40100269734072025,1,1,0.46086159338969457,-0.6955499370733701,-0.8656901778027808,-0.7820607413187828,4,0,2,1,Low,1,Young,2,"(24999.999, 37110.0]",0,High,0
1601,-0.19912109410075743,0,-0.7796596353001682,1,0.42463484240815447,1.4431169775924326,3,-0.25836459322434546,0,1,0.46086159338969457,0.1144995535868032,-0.11174816777516701,-0.1107327542646356,1,0,0,0,Mid,2,Mature,0,"(24999.999, 37110.0]",0,High,0
1602,1.3898844918321653,1,-0.7796596353001682,0,-1.3415815022086897,-0.3937500960182238,0,0.6897592753139088,0,0,-1.3983649655884098,0.35939823680964605,0.1116420574181998,0.2062832396220448,2,0,2,0,Mid,2,Mature,0,"(24999.999, 37110.0]",0,High,0
1603,-0.6664756781986761,1,0.10848330828117272,1,-1.0802131642160624,-0.3937500960182238,5,1.4700736095976055,1,0,0.8094665731980895,-1.948300893559452,-2.0664126382171286,-2.068772716505898,4,3,0,1,Low,1,Young,2,"(37110.0, 70904.375]",1,High,0
1604,-0.8534175118378445,1,-0.7796596353001682,1,0.8444082337296468,-0.3815854134115314,0,0.7317116588775484,1,0,0.6351640832938917,-0.017368968148573957,0.13025790951764707,0.13169124106047284,1,3,0,0,Mid,2,Young,2,"(24999.999, 37110.0]",0,High,0
1605,-0.5262693029693019,1,-0.7796596353001682,1,0.7493652017323277,-0.6492084307587781,1,-1.2820027521771513,1,0,1.9133823425913392,-1.2324432041388338,-1.507937075233711,-1.5746007260354842,3,0,0,1,Low,1,Young,2,"(24999.999, 37110.0]",0,High,0
1606,-0.9936238870672205,1,-0.12601282768569422,1,0.43255509507459755,-0.6735377959721646,3,1.503635516448517,0,0,1.2161723829745494,-0.5354238749661266,-0.8936139559519517,-0.8939487391611405,3,4,0,0,Low,1,Young,2,"(24999.999, 37110.0]",0,High,0
1607,0.12802711476778533,1,-0.45376431646377635,1,-0.010979054246224014,-1.6467124045076122,2,1.1847974013648557,1,0,-0.0039450463548314505,-0.6672923967015036,-0.8843060299022281,-0.884624739340944,1,2,2,0,Low,1,Mature,0,"(24999.999, 37110.0]",0,Low,1
1608,1.6702972422909173,1,-0.2365580597685796,1,-0.12186259157642958,-1.4764068480139099,1,-0.25836459322434546,0,0,-0.12014670629096309,0.5948777399085337,0.502574951506592,0.5046512338683322,1,3,2,0,Mid,2,Mature,0,"(24999.999, 37110.0]",0,Low,1
1609,0.31496894840695216,1,-0.010242820952125198,1,-0.8109245735569919,-0.1504564438843619,3,-0.6778884288607413,0,0,-1.049759985780015,1.5179573920561729,1.2658248875839297,1.2225992200234617,2,3,0,0,High,0,Mature,0,"(24999.999, 37110.0]",0,High,0
1610,-0.2925920109203425,1,-0.3827142559179666,0,0.39295383174238147,0.48210705166367934,2,-0.9296027302425788,1,1,1.9133823425913392,-1.0817363221555458,-0.8191505475541628,-0.8193567405995688,4,1,0,1,Low,1,Mature,0,"(24999.999, 37110.0]",0,High,0
1611,-0.2925920109203425,0,0.44568751435489956,1,1.6522740057068577,-1.5980536740808409,0,1.067330727386665,0,1,-1.107860815748081,1.593310833047817,1.0517425884402862,1.0547672232599252,1,3,3,0,High,0,Mature,0,"(37110.0, 70904.375]",1,Low,1
1612,-1.6011848463945135,0,-0.3312227267947818,1,-0.04266006491199703,0.2144840343164309,0,-1.9112885056317452,1,0,-1.9793732652690674,1.593310833047817,1.1262059968380749,1.1386832216416933,2,2,3,0,High,0,Young,2,"(24999.999, 37110.0]",0,High,0
1613,0.8757944493244543,0,-0.7796596353001682,1,0.25830953641284626,1.2849761037054228,2,1.0925021575248492,0,1,0.9256682331342206,0.6984887212720441,0.707349324600512,0.7097792299126551,1,0,2,0,High,0,Mature,0,"(24999.999, 37110.0]",0,High,0
1614,-0.10565017728117401,0,-0.7796596353001682,1,1.042414550390728,-0.43024414383830273,3,-0.4681265110425433,0,0,0.1122566135813002,-0.6201964960817262,-0.4096018013663231,-0.4091007485109232,1,1,0,0,Low,1,Mature,0,"(24999.999, 37110.0]",0,High,0
1615,-0.19912109410075743,0,2.3761300338508278,1,-0.549556235564365,-0.9289961307127206,1,0.270235439677513,0,0,0.2865591034854974,-0.46007043397448255,-0.20482742827240336,-0.15735275336561827,3,4,2,1,Low,1,Mature,0,"(37110.0, 70904.375]",1,Low,1
1616,3.25930282822384,0,-0.4542111721904795,1,0.4167145897417114,-0.02880961781743097,3,-2.112659946737215,1,0,0.17035744354936574,-0.2811060116193283,0.5304987296557632,0.5419472331491182,4,0,0,0,Mid,2,Senior,1,"(24999.999, 37110.0]",0,High,0
1617,0.31496894840695216,1,1.116589827723605,1,0.8127272230638738,0.5429304646971448,2,-1.8022123083662822,0,1,-1.107860815748081,1.593310833047817,1.582294373274533,1.5862352130111248,4,1,0,0,High,0,Mature,0,"(37110.0, 70904.375]",1,High,0
1618,-0.806682053428052,0,-0.45376431646377635,1,-0.010979054246224014,-0.5153969220851548,4,-0.7030598589989251,1,0,-0.0039450463548314505,1.3860888703207959,1.2658248875839297,1.2878672187648372,3,3,0,0,High,0,Young,2,"(24999.999, 37110.0]",0,High,0
1619,-0.4327983861497168,1,-0.5242644007305667,1,-1.3495017548751327,0.956529673324709,0,-0.9296027302425788,0,0,-0.35255002616322584,0.2746256156940467,0.1395658355673709,0.14101524088066955,1,4,3,0,Mid,2,Mature,0,"(24999.999, 37110.0]",0,High,0
1620,1.1562071997832062,0,-0.7796596353001682,1,-0.2406663815730782,0.49427173427037174,4,0.7484926123030045,1,0,-0.46875168609935747,0.5666201995366673,1.0982822186889043,1.1386832216416933,2,4,2,0,Mid,2,Mature,0,"(24999.999, 37110.0]",0,High,0
1621,0.08129165635799279,0,2.3761300338508278,1,0.8681689917289767,1.710739994939681,2,0.2870163931029691,0,0,1.5066765328148783,1.0093216653625758,1.275132813633653,1.3065152184052304,3,1,2,0,High,0,Mature,0,"(37110.0, 70904.375]",1,High,0
1622,-1.50771392957493,1,-0.11886313605844293,1,-1.5237473135368844,-1.6102183566875332,0,1.9315498287976407,0,0,0.8094665731980895,-0.7238074774452367,-0.7353792131066501,-0.7354407422178003,1,4,0,1,Low,1,Young,2,"(24999.999, 37110.0]",0,Low,1
1623,0.9225299077342468,0,-0.7796596353001682,1,0.23454877841351635,-1.3425953393402847,0,0.5051687876338951,0,0,-2.386079075045528,1.593310833047817,1.5171388909264676,1.4650232153485705,4,2,4,0,High,0,Mature,0,"(24999.999, 37110.0]",0,Low,1
1624,-0.7132111366084686,1,-0.7796596353001682,1,-0.20106511824086212,-0.3694207308048373,2,-0.6694979521480136,1,0,0.22845827351743184,0.04856529271911441,0.1116420574181998,0.15033924070086582,2,2,0,0,Mid,2,Young,2,"(24999.999, 37110.0]",0,High,0
1625,1.9039745343398766,1,2.3761300338508278,1,-0.2406663815730782,-1.269607243700127,2,1.218359308215768,0,1,1.0999707230384184,-1.2983774650065223,-1.6196321878303945,-1.649192724597056,2,2,2,0,Low,1,Senior,1,"(37110.0, 70904.375]",1,Low,1
1626,1.1094717413734136,1,-0.6450529410101872,1,0.2979107997450624,1.5647638036593636,1,-0.4849074644679994,1,0,-1.2821633056522785,1.3860888703207959,1.107590144738628,1.0920632225407112,3,1,2,1,High,0,Mature,0,"(24999.999, 37110.0]",0,High,0
1627,-0.4795338445595093,0,0.696270456483082,1,-1.7534346408637387,0.26314276474320397,2,-0.5352503247443667,1,0,-0.9335583258438838,1.593310833047817,1.2565169615342058,1.2598952193042476,1,3,3,0,High,0,Young,2,"(37110.0, 70904.375]",1,High,0
1628,1.296413575012582,0,0.9178421498929946,0,1.2166601090524791,-0.28426795255798526,1,-0.015040768555236004,0,0,1.0418698930703523,-1.0817363221555458,-1.2938547760900676,-1.2948807314295894,1,4,2,0,Low,1,Mature,0,"(37110.0, 70904.375]",1,High,0
1629,0.034556197948201924,0,-0.7796596353001682,1,-0.9297283635536409,1.540434438445979,2,1.6127117137139795,0,1,-0.46875168609935747,-0.7426458376931477,-0.7167633610072028,-0.7167927425774073,2,0,0,0,Low,1,Mature,0,"(24999.999, 37110.0]",0,High,0
1630,0.8757944493244543,1,0.5615950151582234,1,0.3612728210766084,0.3118014951699753,1,1.0421592972484814,1,0,-2.095574925205199,1.2259628082135523,1.3216724438822716,1.3438112176860164,4,4,0,0,High,0,Mature,0,"(37110.0, 70904.375]",1,High,0
1631,0.5019107820461206,1,-0.7796596353001682,1,0.7097639384001116,-0.17478580909774843,2,1.00859739039757,0,1,1.2742732129426155,-0.7143882973212812,-1.0518486987972535,-1.052456736104481,1,4,3,1,Low,1,Mature,0,"(24999.999, 37110.0]",0,High,0
1632,-0.9001529702476354,0,-0.45376431646377635,1,-0.010979054246224014,-0.7343612090056301,1,1.9567212589358243,0,0,-0.0039450463548314505,-0.9687061606680798,-1.1449279592944896,-1.1456967343064457,1,0,2,0,Low,1,Young,2,"(24999.999, 37110.0]",0,High,0
1633,-0.6664756781986761,1,1.6123934432595313,1,-0.04266006491199703,0.5672598299105314,2,0.991816436972114,1,0,0.40276076342162903,0.15217627408262524,0.41880361705907954,0.3741152363855817,3,4,2,0,Mid,2,Young,2,"(37110.0, 70904.375]",1,High,0
1634,1.0627362829636227,0,-0.639415684150239,1,-1.515827060870441,0.5429304646971448,5,-1.2484408453262397,0,0,-0.062045876322897014,-1.4867610674856324,-1.4520895189353693,-1.5186567271143052,2,1,2,1,Low,1,Mature,0,"(24999.999, 37110.0]",0,High,0
1635,-0.33932746933013336,1,0.29162540919460966,1,-1.6504713561999764,0.7010713385841547,1,0.5303402177720785,0,0,1.1580715530064838,-1.9012049929396746,-2.038488860067958,-2.0035047177645224,4,1,2,0,Low,1,Mature,0,"(37110.0, 70904.375]",1,High,0
1636,-0.4327983861497168,1,0.11721418171060459,1,1.303782888383355,0.8105534820443933,1,1.6211021904267076,0,1,-1.1659616457161468,1.555634112551995,1.3309803699319949,1.3344872178658196,3,4,0,0,High,0,Mature,0,"(37110.0, 70904.375]",1,High,0
1637,-0.9936238870672205,1,0.49889771935001975,1,-0.5891574988965811,1.4431169775924326,1,-1.5421075302717167,0,1,0.6932649132619578,1.593310833047817,1.582294373274533,1.5862352130111248,3,4,2,0,High,0,Young,2,"(37110.0, 70904.375]",1,High,0
1638,0.4084398652265355,0,-0.7796596353001682,1,-0.3990714349019433,-0.770855256825709,2,-0.031821721980691775,1,0,1.3904748728787473,1.08467510635422,0.39087983890990885,0.3554672367451887,3,2,4,0,High,0,Mature,0,"(24999.999, 37110.0]",0,High,0
1639,2.0909163679790437,1,-0.7796596353001682,1,-1.1752561962133816,2.2094919818140992,0,-1.0890217877844093,0,0,-1.3983649655884098,0.4159133175533791,1.0145108842413917,1.0361192236195322,4,4,2,0,Mid,2,Senior,1,"(24999.999, 37110.0]",0,High,0
1640,-1.087094803886804,1,-0.7796596353001682,1,-0.4069916875683864,1.7837280905798407,0,0.11081638213568273,0,0,-0.7592558359396864,1.3013162492051964,1.1820535531364167,1.1666552211022827,2,4,0,0,High,0,Young,2,"(24999.999, 37110.0]",0,High,0
1641,0.034556197948201924,1,-0.7796596353001682,0,1.786918301036393,1.6985753123329888,3,1.1260640643757607,0,1,1.7390798526871416,0.13333791383471422,0.14887376161709434,0.15033924070086582,1,2,2,0,Mid,2,Mature,0,"(24999.999, 37110.0]",0,High,0
1642,1.4366199502419579,1,0.14574420118473233,1,0.020701956419549004,-0.1626211264910543,4,1.3358259821939586,0,0,1.0999707230384184,0.9528065846188427,1.0238188102911152,1.0267952237993354,1,4,2,0,High,0,Mature,0,"(37110.0, 70904.375]",1,High,0
1643,-0.10565017728117401,1,1.6680785415102384,1,-0.8426055842227649,-0.6613731133654722,2,-0.1996312562352501,1,1,-0.875457495875818,0.44417085792524547,0.6980413985507882,0.7191032297328513,2,2,3,0,Mid,2,Mature,0,"(37110.0, 70904.375]",1,High,0
1644,0.45517532363632807,1,2.083173138100078,1,1.0661753083900578,0.1293312560695789,3,0.6478068917502693,1,1,-1.2821633056522785,1.593310833047817,1.3123645178325476,1.3438112176860164,3,4,0,0,High,0,Mature,0,"(37110.0, 70904.375]",1,High,0
1645,-1.087094803886804,0,-0.7796596353001682,1,-2.5771409181738365,0.3118014951699753,1,-1.525326576846261,1,0,0.2865591034854974,-1.6374679494689206,-1.5265529273331582,-1.5652767262152876,2,2,0,0,Low,1,Young,2,"(24999.999, 37110.0]",0,High,0
1646,0.4084398652265355,1,-0.06297179670310349,1,-0.018899306912667092,0.8713768950778586,1,-1.7770408782280984,0,0,0.34465993345356294,1.593310833047817,1.3961358522800602,1.399755216607195,4,1,2,0,High,0,Mature,0,"(24999.999, 37110.0]",0,High,0
1647,-0.19912109410075743,0,0.17228055664741504,1,-0.3753106769026134,-0.1261270786709754,3,1.1092831109503045,0,1,-0.062045876322897014,0.321721516313824,0.4653432473076975,0.46735523458754624,1,0,0,0,Mid,2,Mature,0,"(37110.0, 70904.375]",1,High,0
1648,1.0160008245538301,0,0.4690615062132211,1,-0.2961081502381808,0.9322003081113241,1,-2.112659946737215,0,1,2.4362898123039303,-0.7897417383129253,-0.7912267694049919,-0.7634127416783898,4,0,0,0,Low,1,Mature,0,"(37110.0, 70904.375]",1,High,0
1649,1.2029426581929987,1,-0.7796596353001682,0,-1.4920663028711114,-0.3085973177713718,2,-0.7030598589989251,1,0,0.6932649132619578,-1.6563063097168316,-1.712711448327631,-1.7144607233384315,1,2,3,0,Low,1,Mature,0,"(24999.999, 37110.0]",0,High,0
1650,2.6517418688965457,1,2.3761300338508278,1,-0.16146385490864568,0.08067252564280757,2,0.6645878451757253,0,1,-0.875457495875818,-0.7143882973212812,-0.2141353543221272,-0.287888750848369,4,1,4,1,Low,1,Senior,1,"(37110.0, 70904.375]",1,High,0
1651,0.595381698865704,0,-0.45376431646377635,0,-0.010979054246224014,0.7375653864042336,3,0.20311162597568994,1,1,-0.0039450463548314505,-0.8179992786847918,-1.0053090685486352,-1.0058367370034984,1,4,3,0,Low,1,Mature,0,"(24999.999, 37110.0]",0,High,0
1652,0.31496894840695216,1,1.1218146023742888,1,-0.9930903848851869,0.15366062128296545,1,-2.112659946737215,1,0,0.05415578361323411,-0.017368968148573957,0.09302620531875254,0.09439524177968686,1,1,0,0,Mid,2,Mature,0,"(37110.0, 70904.375]",1,High,0
1653,0.1747625731775762,1,1.7097392446459527,0,-0.4228321929012729,-0.6248790655453933,0,0.5135592643466225,1,1,-0.7011550059716207,0.7361654417678661,0.7818127329983011,0.7936952282944233,3,2,3,0,High,0,Mature,0,"(37110.0, 70904.375]",1,High,0
1654,-0.3860629277399259,1,0.3178867765177827,1,-2.0068827261899225,-0.8438433524658686,2,-0.8792598699662114,0,0,0.9256682331342206,-1.9012049929396746,-1.7685590046259727,-1.8263487211807892,2,1,0,1,Low,1,Mature,0,"(37110.0, 70904.375]",1,Low,1
1655,0.31496894840695216,0,-0.7796596353001682,0,2.230452450357215,1.0660118167849475,1,0.1024259054229547,0,0,1.5647773627829438,0.5006859386689786,0.3722639868104616,0.346143236924992,3,4,3,0,Mid,2,Mature,0,"(24999.999, 37110.0]",0,High,0
1656,-0.2925920109203425,0,-0.6178291151987303,1,-2.7830674875013606,0.5186010994837583,0,-0.6443265220098298,1,1,0.22845827351743184,0.06740365296702544,-0.20482742827240336,-0.21329675228679726,2,0,3,0,Mid,2,Mature,0,"(24999.999, 37110.0]",0,High,0
1657,0.1747625731775762,0,-0.7796596353001682,1,-0.16146385490864568,1.3822935645589673,5,-0.7114503357116531,0,0,-1.049759985780015,1.4143464106926624,1.033126736340839,1.0361192236195322,3,0,2,0,High,0,Mature,0,"(24999.999, 37110.0]",0,High,0
1658,1.343149033422373,0,0.12374515002395914,1,-0.18522461290797562,1.1511645950317995,2,-1.827383738504466,0,1,0.1122566135813002,-0.017368968148573957,0.03717864902041072,0.0477752426787046,2,1,0,0,Mid,2,Mature,0,"(37110.0, 70904.375]",1,High,0
1659,-1.0403593454770115,1,-0.6516526563584191,1,-0.5970777515630245,-0.2477739047379063,3,-0.37583126720253646,1,1,-0.9916591558119496,1.593310833047817,1.5171388909264676,1.5489392137303388,4,1,2,0,High,0,Young,2,"(24999.999, 37110.0]",0,High,0
1660,1.1562071997832062,1,-0.5034340491627096,1,-0.25650688690596474,1.0173530863581743,3,1.2267497849284954,0,0,0.22845827351743184,0.08624201321493645,0.2512609481640541,0.29019923800381303,4,3,2,0,Mid,2,Mature,0,"(24999.999, 37110.0]",0,High,0
1661,1.343149033422373,1,1.7110454383086235,1,0.6464019170685655,0.3726249082034408,2,-0.44295508090435987,0,0,0.8094665731980895,-0.11156076938812907,0.009254870871240028,0.0477752426787046,4,0,0,0,Mid,2,Mature,0,"(37110.0, 70904.375]",1,High,0
1662,-0.15238563569096655,1,-0.7796596353001682,1,-1.3019802388764732,-0.07746834824420404,2,-0.3926122206279922,0,0,-2.095574925205199,0.10508037346284747,0.33503228261156703,0.27155123836342004,4,1,2,0,Mid,2,Mature,0,"(24999.999, 37110.0]",0,High,0
1663,-1.8815975968532654,1,-0.7412300428036925,0,-1.8405574201946142,2.2216566644207916,3,-0.7282312891371089,0,1,0.7513657432300235,-0.8650951793045694,-1.0332328466978062,-1.071104735744874,3,2,0,1,Low,1,Young,2,"(24999.999, 37110.0]",0,High,0
1664,-0.6197402197888853,1,-0.42719358748365494,1,-0.5574764882308081,2.2216566644207916,3,-1.307174182315335,0,0,-0.41065085613129193,-0.3093635519911946,-0.1582877980237854,-0.14802875354542158,2,1,2,0,Low,1,Young,2,"(24999.999, 37110.0]",0,High,0
1665,1.343149033422373,1,-0.7796596353001682,0,-2.7830674875013606,0.6645772907640758,4,-1.021897974082586,0,0,-0.5849533460354891,-0.3093635519911946,-0.36306217111770517,-0.25991675138777953,3,1,0,0,Low,1,Mature,0,"(24999.999, 37110.0]",0,High,0
1666,-0.05891471887138314,1,-0.7558731612325822,0,-0.9138878582207544,-0.7951846220390956,1,0.21150210268841796,1,0,-1.3983649655884098,-1.1288322227753234,-1.2007755155928315,-1.229612732688214,4,3,2,1,Low,1,Mature,0,"(24999.999, 37110.0]",0,High,0
1667,-1.0403593454770115,1,-0.7796596353001682,1,-0.5653967408972514,-0.43024414383830273,0,2.4601498616994992,0,0,-1.107860815748081,-0.4035553532307497,-0.4096018013663231,-0.4091007485109232,1,2,3,0,Low,1,Young,2,"(24999.999, 37110.0]",0,High,0
1668,-0.5262693029693019,0,-0.7796596353001682,1,0.08406397775109505,-0.4910675568717682,0,0.9666450068339304,0,0,1.8552815126232727,-1.7881748314522086,-1.089080402996148,-1.089752735385267,1,3,0,1,Low,1,Young,2,"(24999.999, 37110.0]",0,High,0
1669,0.8290589909146634,0,0.9161922210559366,1,1.3196233937162414,0.8227181646510856,3,0.6058545081866297,0,0,0.8675674031661551,-1.0534787817836793,-1.0704645508967008,-1.0617807359246774,3,2,0,1,Low,1,Mature,0,"(37110.0, 70904.375]",1,High,0
1670,0.5486462404559115,0,0.17489294397275684,1,0.2979107997450624,0.4091189560235197,3,1.9902831657867357,1,0,1.3323740429106812,-1.420826806617944,-1.3776261105375804,-1.397444729451751,4,0,2,1,Low,1,Mature,0,"(37110.0, 70904.375]",1,High,0
1671,-0.24585655251054994,1,-0.7796596353001682,1,0.34543231574372224,-0.27210326995129286,3,0.4548259273575274,1,0,-0.875457495875818,0.660812000776222,0.6701176204016175,0.6724832306318691,1,0,0,0,High,0,Mature,0,"(24999.999, 37110.0]",0,High,0
1672,-0.3860629277399259,1,-0.40368210155557854,1,-0.7554828048918892,2.039186425320395,1,1.067330727386665,1,0,1.8552815126232727,-0.5260046948421712,-0.5492206921121776,-0.5489607458138707,1,4,0,0,Low,1,Mature,0,"(24999.999, 37110.0]",0,High,0
1673,-0.4327983861497168,1,-0.7796596353001682,1,-0.6366790148952406,-0.3815854134115314,1,0.20311162597568994,0,0,-0.062045876322897014,1.1411901870979528,1.107590144738628,1.1107112221811042,1,2,2,0,High,0,Mature,0,"(24999.999, 37110.0]",0,High,0
1674,-0.946888428657428,1,-0.45716729469020845,1,-0.6129182568959106,1.8445515036133062,1,0.43804497393207137,0,0,-0.8173566659077524,1.593310833047817,1.582294373274533,1.5862352130111248,1,1,2,0,High,0,Young,2,"(24999.999, 37110.0]",0,High,0
1675,1.6702972422909173,1,2.3761300338508278,1,-0.14562334957575918,1.175493960245186,0,-1.4330313330062536,1,0,-1.107860815748081,0.6042969200324894,0.31641643051211976,0.31817123746440273,1,0,3,1,Mid,2,Mature,0,"(37110.0, 70904.375]",1,High,0
1676,-0.33932746933013336,0,2.3761300338508278,1,-0.47035370889993244,0.6645772907640758,3,-0.3254884069261688,1,0,-1.107860815748081,-0.7897417383129253,-0.7167633610072028,-0.7727367414985863,3,0,4,1,Low,1,Mature,0,"(37110.0, 70904.375]",1,High,0
1677,1.2496781166027895,0,-0.38876399498717923,1,0.3216715577443923,-0.7221965263989377,0,-0.5772027083080064,0,1,-0.7592558359396864,0.31230233618986875,0.3071085044623959,0.308847237644206,1,0,3,0,Mid,2,Mature,0,"(24999.999, 37110.0]",0,High,0
1678,1.5300908670615414,1,-0.24817630866286294,1,0.6226411590692357,1.58909316887275,2,-0.6359360452971017,0,1,-0.9335583258438838,1.593310833047817,1.5357547430259149,1.5396152139101424,1,1,2,0,High,0,Mature,0,"(24999.999, 37110.0]",0,High,0
1679,1.0160008245538301,1,-0.7796596353001682,1,1.303782888383355,1.954033647073543,1,-0.6946693822861973,0,1,0.9256682331342206,0.2086913548263579,0.10233413136847637,0.08507124195949058,3,2,3,0,Mid,2,Mature,0,"(24999.999, 37110.0]",0,High,0
1680,-0.4327983861497168,1,-0.7796596353001682,1,0.27415004174573315,0.26314276474320397,4,1.4281212260339657,1,0,2.610592302208128,-0.2151717507516395,-0.3258304669188106,-0.35315674958974447,3,4,2,1,Mid,2,Mature,0,"(24999.999, 37110.0]",0,High,0
1681,0.4084398652265355,1,0.04186743148495634,1,0.3216715577443923,1.248482055885344,0,-0.3842217439152642,0,0,-0.23634836622709474,0.5854585597845784,0.6515017683021702,0.6538352309914761,1,1,2,0,Mid,2,Mature,0,"(24999.999, 37110.0]",0,High,0
1682,-0.05891471887138314,1,-0.7796596353001682,1,1.1849790983867061,0.1293312560695789,0,-0.15767887267161051,0,1,-0.23634836622709474,0.42533249767733444,0.48395909940714477,0.5046512338683322,2,4,2,0,Mid,2,Mature,0,"(24999.999, 37110.0]",0,High,0
1683,-0.946888428657428,1,1.01800657970939,1,0.7335246963994415,1.4917757080192058,3,2.267168897306757,1,1,-1.9212724353010018,1.593310833047817,1.582294373274533,1.5862352130111248,3,2,2,0,High,0,Young,2,"(37110.0, 70904.375]",1,High,0
1684,0.31496894840695216,1,2.3761300338508278,1,-0.3832309295690568,-0.89250208289264,4,0.76527356572846,1,0,-0.9916591558119496,1.4237655908166178,1.582294373274533,1.5769112131909284,2,0,0,0,High,0,Mature,0,"(37110.0, 70904.375]",1,Low,1
